Date,Open,High,Low,Close,Adj Close,Volume
2017-03-01,11.730000,12.140000,9.640000,10.210000,10.177215,193642300
2017-04-01,10.200000,10.610000,9.360000,10.270000,10.237022,205540300
2017-05-01,10.270000,11.480000,5.250000,8.070000,8.044086,545866800
2017-06-01,8.130000,8.640000,5.880000,6.530000,6.530000,465477600
2017-07-01,6.570000,7.970000,6.250000,7.700000,7.700000,273002100
2017-08-01,7.950000,9.380000,7.600000,8.670000,8.670000,250986800
2017-09-01,8.750000,8.950000,7.530000,8.500000,8.500000,261990600
2017-10-01,8.500000,9.000000,7.380000,7.540000,7.540000,151550500
2017-11-01,7.630000,8.490000,6.910000,7.910000,7.910000,218304300
2017-12-01,7.840000,9.900000,7.800000,9.810000,9.810000,202021200
2018-01-01,9.810000,10.420000,9.430000,10.100000,10.100000,201134500
2018-02-01,10.130000,10.720000,9.150000,9.910000,9.910000,140789200
2018-03-01,9.900000,10.540000,8.760000,9.350000,9.350000,130453300
2018-04-01,9.350000,9.550000,8.720000,9.100000,9.100000,33661200
